,0
44d87639784e43ed9c781b1797ed1838,1000.0
539caff2a42b4eca91298b93fa381222,1000.0
eff1e84b18fe40e5ac6f109c464d6a4a,1000.0
0b46fc5d38f94faf801b0bf1c5ef2d43,1000.0
48f7fec749fd47198e57e38dd5695731,1000.0
690d179ff9004918b3b2b9119f59ecfa,1000.0
ef5374a6e1fd49698131cab12a3371ee,1000.0
02d2fec89237473c898377e3dedbb5d2,1000.0
3a64b566b99d4e42a14b595268c61002,1000.0
c59e9c11ac104435aaa9803d1bece48f,1000.0
8ccfb9cc31da4a2a99b171fb58592d00,1000.0
a16d66cd1e1848049a1f0870a8005175,1000.0
ca9dc495464949c5b819a5f6c75f9b22,1000.0
c35df87bc0844a769dc85673d320a801,0.0
9f2d182ecada4594bfb281285cf0f179,1000.0
d6a8cc2615534548b11f8bdd43cfc9ba,1000.0
47235a53dedd4480bc6da6d9a2eb98e5,1000.0
c6877f5be00a4854bb405dc919d5fb9e,1000.0
f16894fedcd046be90a0c5d0ac5ff927,1000.0
cb6c5116370d4c9db8171d2d187a3da7,1000.0
74fe21f5054945c19bfd97c559e6e5bb,1000.0
ea2249f2ef604ee9b111a2493df66219,1000.0
73e46a0ed3ff4adfbe66e7fc91938df1,1000.0
06daea29c189420eae20f8ad4311e08d,1000.0
11d436a9d3f54f55b88bea9940dc8e30,1000.0
059f7cb6664c4a098e720fc1bf594d0a,1000.0
bd7c07a311fb48d09306b47ce837bc09,1000.0
9fe41e95334b4317917aacaae50a6a29,1000.0
c606ae0592cf45cfabab668c16b6a06b,1000.0
c685c2b2cd984cd6b96713cbc180881c,100.0
6c5128c6b99a4989bb63fe3c580754f9,100.0
1e67cc889b374f469ee34ee004b0811d,1000.0
2ff9b91e09a94d8ea43710c248b5d8e6,1000.0
b38de4949a264b9c9d3b6ee31b3dfe67,1000.0
dc04a3230ff141d5aa7dc949b0cf5b2f,1000.0
58f26ccde88c40b38a142ece9668b36e,1000.0
8ebe8da6649b49f198b0f2f2e0a66c0d,1000.0
dcd34be291a44736b4e70ce9ddff252f,1000.0
91d3e10275324aed8fd78e337904e073,1000.0
870f2d69497c463f9d0726c8bf41451e,1000.0
29ae60c17b09481599d7f9ce3adb9789,1000.0
2f1d132a0bad4bf4bafd57f013945b1a,1000.0
4def22aeff0e4bf6a5a6c013305959ee,1000.0
0f4bb8927c504923ba9232c69d641f26,1000.0
19574ea178164b338eecb9f623c78734,1000.0
e2dbd58cf6c943c785425c9e163c95f0,1000.0
c4b6d4aa8382453cbdedffd3b67cdbc5,1000.0
4c6be85cbb4f426c8d1358ed5df2f8e8,1000.0
654689605ebc44abae5eb27d3185deea,1000.0
2b539d486087437ca307b90918a620f5,1000.0
cc8b324c747a4b309a225cc6a0f300b6,1000.0
4af5d4c342294f449c73d51366a7c64a,0.0
197ec1d7d33f4c178671db5b3b01ab23,0.0
09a346731ace4356a55cb4c9f41a3b9d,1000.0
d0493952606b4422b92535cd112d2904,1000.0
f6cd8500d0db496aa57b3dcdb75b5dbf,1000.0
2f6b5acc5d8749fda5e25a9608dc4eba,1000.0
a9f56821db0e42a9baec560c2df9fe7c,1000.0
4050c92bf5f1483abe8b3e8acfa0a752,1000.0
bed71e87c75b42409bc5e4abed6eea19,1000.0
5d21927cb68a4266a392b7f8aadc29b8,1000.0
2877589a586f44ad8a308ec9e360e063,1000.0
12fb15e451ae41e2a2625c9f972b3cf1,1000.0
2855e7342cbe4f05b2e2350faa5f2944,1000.0
fc4ee37f11124e52b3d8075643ef9f18,1000.0
165285f7c0634733b57cba6be579522f,1000.0
a2ba211d170240b8b0f3f915e012a083,1000.0
645a5e653033499eba564f120e60bf02,1000.0
ab5d788d167e4c029b6eab6ade8f9ff5,1000.0
178b4a87817948dfa6ea4698546cc47f,1000.0
6d2c9bbd5b03487e9281366c052f1add,1000.0
8f9e1fa47b2e49c0a56d20f3019970f6,1000.0
de8598c76db74512b2fc037e9180ad82,1000.0
04e77b27597d4f6b999fc19a0751cea0,1000.0
bdd51e6851e4467c83a0c7be5d634355,1000.0
8de02389aae044c19679da2e11dccda1,1000.0
b755198b7db84cbebc0da5b4e98b077c,1000.0
6d4a7e9f79b44d99abda3b081092fbc7,1000.0
adb9ff730a1848ba90f360a8508bfa47,1000.0
f28f8197cb944b51b9ff307b90ed3f44,1000.0
bc330d5682e44f0390afd92b380d4ec2,1000.0
38f8e7c8a0944ec1b7a004df589b55bf,1000.0
7592471e26e548b0b72f27a757a43aad,1000.0
a76bd22098134a039a3ba05f8ec991de,1000.0
156db4383efb4697a6109d91fa523e55,1000.0
5027da0bb05e4e6e835a4521c4fae2cc,1000.0
2a34b8c17a4a4d33b72edbe915a6719a,1000.0
c1e4cc9dd64840178d9dfd8e178c9b35,1000.0
8d084aa8785d4ad3b5f8061cc2800850,1000.0
75d1587b30104f419a9505906ebca536,1000.0
aa33624fa0fc495da88be6e45b0f2df3,1000.0
b4d483193fe44e80906e3ac248865d62,1000.0
dee2b48437ee4aee86b14b7f1f9ca9ef,1000.0
1d095194f66948ad931edf38cf909cb5,1000.0
13a0b9daf4ee4fa6a1a5ecbdc95ac4b5,1000.0
b375c7e12fd545f69a388223c9168391,1000.0
8a197b610d1748f18bba5d0c6366062b,1000.0
c5f48d32036f47e2b8b2bf0ba1f88fc8,1000.0
c55af45a394e4acc93a3660a2fcabb28,1000.0
65d068cf27064a3db6b2240cdf7bee73,1000.0
10f8015992c94d17881607bf1920cf59,1000.0
4a75d84b8f2442f5a83586bdf9e813ad,1000.0
cf339d7261c5485d8a91b63836063fb3,1000.0
59762d28de294618b96d9358d83c6d5b,1000.0
a83188d3bdca4ccda242e1d63c0601a6,1000.0
541fb20ced21434baaa17c81667601b5,1000.0
8b91d9c0158548388b7a6b2ccfc0e019,1000.0
6ca7142856f445ddaf9f965c8f1009c8,1000.0
5dc1a25719824ab6ad82133920ab46cd,1000.0
8994fef9bd214890aa3d99a26103f3ed,1000.0
a610814af99e47e69bd6f54c0e834d16,1000.0
05ca851c7a3c42e7adf3b21d0a7613a3,1000.0
7329c00d7f0c455ba61e4eb9c2993622,1000.0
4292c96fc8b14030b9a6bd96bdb85fbb,1000.0
8a9f5f2b4d564dd192420ed096a582db,1000.0
355f2e4f7ff244a3b40ae2e8869d3183,1000.0
75f049679aa6408b880a8406a53a4125,1000.0
b803168dbb7240c089910129785dd6a1,1000.0
08896895ad3040bfb923ca755816319e,1000.0
0e9a2a47219c436a8a8f0db0cbe24768,1000.0
9c799c5632484738ae3bd8b3d2384bc3,1000.0
3941e9595da54612bb79cb9dabd56526,1000.0
6b86e99f4beb49d18ffe0d9225792ef5,1000.0
c5f739ddc73447bab0397ceeb54d5b15,1000.0
4942b9341e784ddb921dac76b6b3334b,1000.0
e401dfb75f3a4d2c800e17ff586e62d2,1000.0
99ae761fd85d42719185b8929078b68f,1000.0
cdb8e6555eaa4c9186a9f4f97b982757,1000.0
62b1ea60486d418b9f50a13086daa1b1,1000.0
b669203b4ddf494cb4bb455aff4b272f,1000.0
1a94ab5cc78f4c1683243d33a3d246b7,1000.0
55ce1ddb48584c43ba109665c80d7ad5,1000.0
93910e64afd8442a9f8e5d8cb27f4913,1000.0
43e9005ea44f42a39aadcf27748c1881,1000.0
f4a7666af4c44cf69eb3aae79db2a688,1000.0
217d7083e4214b4ba51e48ec3f2c6101,1000.0
daf9156c9a80428da9abf6b425450eed,1000.0
02fd20b4f7ad49478e1fff2c7b8290a1,1000.0
b5fa1f6e4de0434eb8e79de563f38a89,1000.0
c0cead66d191496faf2e20b031846e47,1000.0
9c500a7e49e24b91b2d383b3de1156cb,1000.0
cc42d7792c31458db2f8712d6133b366,1000.0
0b165fd7600a4d2d98df2426300e7e98,1000.0
0f635f7486fe48d5a42af3196e614db2,1000.0
86bf06154b344c7495f7e84193d3f67b,1000.0
f54000eaf7df4ef4968eac8e212c9a59,1000.0
d5685df771e24ebc90771ae01a386e25,1000.0
223d6d1c89a2427d9f64be81e9f72fc1,1000.0
1bf969603fc94bf8944619380363968d,1000.0
d56893c06bf74884bd05427d139afd00,1000.0
c8bb884fa732447ba516317d5a429f1f,1000.0
714cf9e37b8d45a383cbc3a2ed911ab9,1000.0
44b04412847f4e88b082fb7b0e48765a,1000.0
6e20384b97d44116866602cfff65b200,1000.0
01cde440a4124febb88877908735df89,1000.0
cb4634a6f2c04e64a261f04cbe83ea55,1000.0
f6b7c5df579945f29ee939dd78010426,1000.0
78eb0f81af8b47a3afd1aa842fdda2c1,1000.0
2d7847265e1442d881bd7ff69a58d4c5,1000.0
057bde1a410d4e8c842c3bbfd04a1ce9,1000.0
e760e367c8a64debb8ac75fd4779ba62,1000.0
3b3d880ef8fd494697503cdb9c069f7a,1000.0
d7a5af2885e84cfe9f1547218d439615,1000.0
8744f74540cb4b31893098b514bbf505,1000.0
75d7bd9c55da4a59b527e15f258f9622,1000.0
a7de169ed320400abdd333550b851a96,1000.0
dda3d42d0051494184588fdfa6ca494e,1000.0
68394246a65b4657aad33ae2133caab3,1000.0
3646bf8824f0484a8e12818c7352fb78,1000.0
f2603d62cacf445381b1b11f7631610a,1000.0
be09c652989c49c498bfb76e4cf2c996,1000.0
c76c36ec22a743a1a7bc251afd33d23e,1000.0
fb509aa307cf41bb9ecb30965f93d059,1000.0
e5addd8b9b2a4e66ac8f93e0cc0a2d30,1000.0
4fcf2825596d4c79ad442ffa14db6d19,1000.0
c447a5d9c551406b8431e5962bc9b1e5,1000.0
57fa1e014aa14c0fafdd7456e3b322d7,1000.0
1d21bbae974147c2b7f66542d4c5c9cf,1000.0
6d7c1e52735149d8a97b91316a8ce6d1,1000.0
1bcca3f591af4d75aa97540434f3594c,1000.0
362acae0aee4452884cc3818fa6edf5b,1000.0
fd9a210e1d024b65bb4d79e1095d562b,1000.0
af7a6409861a43cf938fb970dc37ae2c,1000.0
4393758258ac4015978d4662eb3061d1,1000.0
7e61e5ec185f42e5a7ff87ea4f21539a,1000.0
e4f721bfcbd4440f900831e8d1562e81,1000.0
20dc1d7fcce0475a8879b2231136ae7e,1000.0
96f126a8bfff4aac89e5a106f9675360,1000.0
8f99a055688642c7806d0313f2f16bcd,1000.0
7f981cb7b10c4a9f9100d2731482d336,1000.0
a9266002fee64c21b72a7c5b467fe8ee,1000.0
fa14835dd8ca41b5b73367edd8f3d00f,1000.0
8985a6330d8c45449a58f7167ec00e9d,1000.0
5792d7cfa36f4d53b7d37e1dfe8fdd9c,1000.0
08e41242afca422598b907d9ed325e13,1000.0
83927d1bdafc448396298cfb858d84bc,1000.0
e822dccccf144eaeb032198998c6f0ed,1000.0
98d4eb687cdd45f3ad411da63798157a,1000.0
cd4a5e2f44104e6f9bde20664b069f5f,1000.0
b001521468b344dd8b74d7306a225135,1000.0
107d1d84728e482eb672a6bf00f9afc6,1000.0
cde369f6b8db45a58443e805e1fb1674,1000.0
a967f2fccb8542c6b71a5f736113569f,1000.0
a8127d28f3584dce8d05fa788743cf37,1000.0
567bad70f9ca441b81b0434709628997,1000.0
2c55495ac1b1468fb7539e10e20b2853,1000.0
7b032be43c1a4bc0a2a9d55bb2798db0,1000.0
153b4771e6074059bc45db8b7a5e8a60,1000.0
068b316f31d243d696a07d28a028cfa0,1000.0
b3172e4017544cbeaa9907b9d965c5d1,1000.0
a58f252611b4465c8f04dde231492ab5,1000.0
f54b1bb189f44a099b207e30cb778231,1000.0
192c2b85dd754ce4832a728d52a3b62b,1000.0
fd11ab5c64ea4ea590e29a20cdec5ab1,1000.0
dc0d8d82bcfe4b1680235de03e5cc616,1000.0
c0046bf468dd45868ba375f895fe660a,1000.0
b3473796e5c54050af8b2e8354d88967,1000.0
bff5ccbe9018481d957772bb8b6ccb56,1000.0
e51de6c756dc4bb3abd72e9e334da189,1000.0
9c995d6c3b5341cab38a5328ea9b79eb,1000.0
6ce375ef9906412995c953f37e157da2,1000.0
3aebfcadac9c4c70a7a40a55687d75c8,1000.0
af84026e477d4d8ab82afc6691ee78e2,1000.0
19ae9a9b9a2646a5b0a90fa0fb49d60f,0.0
7433f939a1e14933806ef26236c2a241,1000.0
2c2b46c443b549668c7240f1b7866094,1000.0
d3feccc852dc4810ae1a2b259ed38bf4,1000.0
39415e973fc5415da2be4b1af2cda0ff,1000.0
25c64dc9dc714707b02d39e326495a1b,1000.0
1d3e2643f1d84e4eb05e9850c66e0678,1000.0
f164763b03324110a0b72b4b3bb75080,1.0
ea086e3a476d46f5b9fe8fee1a5e7191,1000.0
88726e9a6d9b437da34f247fea40abf2,1000.0
4d23c79e6a0b4b2ea4340c60a103f789,1000.0
ba56cce847584aac9af9daa0d6f6c91c,1000.0
72bfb48b2f0c468e93e7983d1cbc5227,1000.0
448845651e6b466a8f4672bb45d22d83,1000.0
fcb198e4f07943e4a39381e60baeea41,1000.0
c8b7e00de9594bca8c402759ec475d24,1000.0
902c8bc2fa7e4d2297258c078593d3a2,1000.0
ec16e7dd9aef403b85b768dddbb3ef78,1000.0
037ab0e031bf4d1f95867aba54d0c45e,1000.0
20c0297189d0465f980717bb5c76cff8,1000.0
9eb304639f8041e39383f502a30fac62,1000.0
491caad70d4344c38886fd467fdc007a,1000.0
64c19eb4cb404c7b9368a680d01c0d0f,1000.0
b725a59b856e40eab437bfe6b89018a7,1000.0
d7da10fc1abc45ce8eb4871662fafe74,1000.0
1464cc5b788444408e12c1f5703f0a9c,1000.0
3242cf6383d64590924ec8dd0b783ef7,1000.0
fd14afa6536f4eccab0a6bc15750f716,1000.0
59bbf9b8497d4d489ff550e1369812de,1000.0
12f446d9a7bd4838aa1f028f4fb85b86,1000.0
0a03cf25c2f2492dadb28917151fe56c,1000.0
1a8b811d3a3f4d8b8531554dfe9614da,1000.0
3baabe02b60a458aaa463f341cc801b8,1000.0
843f6e6ad0f84d27bcc4f2a461035d4f,1000.0
6757b6d856e74637be465a929de4960b,1000.0
d2afb979c91846ff9602527ae055865d,1000.0
c12813df34904b78b2fc65eb07648a5c,1000.0
b5e900ceab634483890b95193b3c7259,1000.0
17c2f45568174457b667eb9bb3947ac6,1000.0
c6bfc2606f1d4936a3db286c56869b2e,1000.0
ae35ea71bef14623b7f417125b15f21c,1000.0
e1c1441f268b4511a2eadac4f39e47a9,1000.0
d4969c35d13e4d14abfdab3d051d0839,1000.0
86c39814b70349bc86260c6e7d3085af,1000.0
12908a93e9b0489189106ccf06ea68ea,1000.0
f4243643ff1c4466a5ff57bac4cbbc7d,1000.0
10d9091121814fcba1de983e45e3601f,0.0
78a931e057a7436a800ef291d012fc54,1000.0
49ea5f8391d34c56962d0b66bfed3966,1000.0
8ed38f09d12649bf887b647e117a6e63,1000.0
a96539e4a0ec42ba8fe3f8f5b0379902,1000.0
dcbd9187c4a54eb2a49f51741726d9a6,1000.0
6aca402a637a412086d4631dea65fda2,1000.0
7f024ad027ad405cb4beb8c9f6703e94,1000.0
630cee1a10214ca4894ced3a1f21613d,1000.0
d28cb67d57794b4d9d24b8503e5ec803,1000.0
fd1107abdf4e48abb04f7e4672df436b,1000.0
979912543ff04863a622db7beac70a0c,1000.0
fdc8286aa8a843f885ec018e79676a62,1000.0
fb8710bde2c34d35bbc4f570bf205df0,1000.0
6b0e33be02124e01804f705dc00bb39d,0.0
fbcf12c4488d488b95686c22b9b70ad5,1000.0
0790921336f84eb5a9c924381ca2d33d,0.0
ac8b30a3a70c4d3abedc3ffccf864f76,1000.0
fc2af83c50eb419db4ffcdb096aa219d,1000.0
d232bc90e3a5487aa264d09d505dd79b,1000.0
6298e5ac4f6c45a2b2dd0363b3314e41,0.0
f162afd9f20848d39c7aade77a346f7c,1000.0
56b565c1858a4a708f68b6cdc7cab5e2,1000.0
0ef370ae285b4cd5aa395a4bb2b2a004,1000.0
a32d59f2467c478b815aa06e15efe9bd,1000.0
0c3c5434fd5742b485123a9db08a1e3a,1000.0
77ea9108cb5744edb8d044100654228e,1000.0
dbc66ca5ee15473bacbaa0c83719d442,1000.0
33bccec9955c452d8fb00f08dcf06979,1000.0
9c7ae1ef441c42c3afcb6713f8e29aa6,0.0
060b7f83894a42739d79afce7f497211,1000.0
837ff4edfa7e4cd9ba157468bdb5d2d8,0.8331553609158178
29663283238b45529ce75e50ab71bb45,1000.0
c2c86479a63d46568abd13639f6cc35f,0.0
a3e2275d6beb4b009b10e5d9b8eec3a8,1000.0
c21770808c5048f08a5ec3664990199f,1000.0
fd037bbcbd7e469da0d59c96a575eab9,1000.0
c0a3ac38ab354fa09efac9dad77aa497,1000.0
253a7d5a3bf748ea9c8fcedb4b53dae8,1000.0
3b83087423d446a8af70d7e3393a98f0,1000.0
ebebd557e3a14864a913dc66bbe035cd,1000.0
829eea0e5f3f4ff9a9ac3a3a27611b86,1000.0
e70d3b3ea3144287857f4c0b32073db4,1000.0
62bc10222b9a4a4aa8d202cc05a75c08,1000.0
f4a8c68505314a11b48c76e98e6f9587,1000.0
8d5261ed935b4376a9c4a14cd1af60c6,1000.0
e1e3581705b84ca6adae8419941c24d9,1000.0
98acedde04bc41779a38517bbdf13b77,1000.0
6f982e96561e488ea8dcc92fcbaf0983,1000.0
e911e35cd626440ab7b5cb542aaf7518,1000.0
d10dbc8cfab7419fb2e0de76796ff3ea,1000.0
b27a14598bc84507911743de404eaabf,1000.0
f08abab28eab4447a2e42ff1754252f1,1000.0
9e6e5a7d0d3a44b592857d7a031ef226,1000.0
ab23cf1008a647a280d37c9fb77f30a4,1000.0
64fbd8ef3f6c498fb64ec0fb2d72488b,1.0
d4554336134d49ab8101b9f7480fed9c,1000.0
2e2d255f1e894a5aac2dfe4046678e8b,1000.0
9ae38a5e5adf4285b80ea7f311c19913,1000.0
8d6a096579534ba9812d9079886ce039,1000.0
eeebfffe68bd452392c37e57548cdff3,1000.0
8f7ab80ad87145a7bfabe142b54cf820,1000.0
ee8be9d384ab472e95d8a8a82a587c32,1000.0
159c71445a69408d9d498a3952b56d2b,1000.0
f02836ed3ab14a7d82e8534b8d513b95,1000.0
c9e81e5ca5ad432d8d9e26b59e7d60c1,1000.0
1b17bd5350e348409912edb49482a28e,1000.0
6292e3994dfa42afbb5e80a5b3f88ec7,1000.0
a986d54615b64e9da0ffb9ef0cf313f4,1000.0
408d0ac3630c4a44a715e00c43c2f60b,1000.0
96e5ed0d566349c38e6c5e6a1ee2c028,1000.0
c7992318d5024e4298f25f978b41bd51,1000.0
25a5d3fb008f4071bac037e85a882905,1000.0
eeb740bf929d4da1907350193fda55cb,1000.0
9b5d1807e8c4491386146cd6d1e0a282,1000.0
b6296dde5da141db985f72346210d01e,1000.0
ffd40dd523ec423dad24de41e9e2fbdf,1000.0
46840daec17e44ef97dc806af61eb253,1000.0
54c6a466a8754028b281ff215378e82d,1000.0
39fba9ce72f34537b55e12947e2a38ba,1000.0
bb077fe5ae7e4e8a9bae3af39bf812bd,1000.0
6826d27581c444d597292a96e68b1227,1000.0
802207f73a7c4da4a5a4b47d6243db15,1000.0
594494bbc4c340f181531a87295e0f2b,1000.0
871583f48d1546a984836b7da4232832,1000.0
942ede9dbf194dfcaca688f183fab871,1000.0
bfbcbd6aa8e944c7b3a9dd4755cd4af3,1000.0
7d39dc8a4e29415398a609d67ac89f0c,1000.0
76bd2511a94349b6b6121321dc9d0928,1000.0
1eb10b110d82455593a6a94a8acab237,1000.0
16460efca93f483d97a3112488a4ce92,1000.0
1e38dfc42cb5437194c9315f2a6fafa0,1000.0
f50f3c62aa544326b9890c611e7b95cc,1000.0
f802f78cebe94faf8ae6c60b51befc72,1000.0
e01603f88f41417b815bc516258e6b02,1000.0
